Table S1e Top ranked cell type-expressed genes based on human data					
					
Zhang2016_rank	Darmanis2015_rank	grand_rank	gene	Celltype	
744	1057	900.5	CCSER2	end	
1298	503	900.5	SEP15	end	
917	884	900.5	SMG1	end	
215	1587	901	CTNND1	end	
1239	563	901	WDR26	end	
856	948	902	ESD	end	
438	1372	905	ETS2	end	
1728	83	905.5	DNAJB4	end	
635	1178	906.5	TPR	end	
1414	401	907.5	SET	end	
1214	602	908	PHIP	end	
1021	796	908.5	CAP1	end	
567	1258	912.5	NEBL	end	
965	861	913	HIGD1B	end	
190	1637	913.5	KIAA1109	end	
880	947	913.5	ZNF207	end	
596	1235	915.5	USP53	end	
421	1418	919.5	ATP9A	end	
1187	652	919.5	PHLDB2	end	
558	1281	919.5	SNAP25	end	
1351	493	922	ZNF644	end	
538	1308	923	HLA-B	end	
957	890	923.5	PSME1	end	
588	1266	927	FRY	end	
288	1567	927.5	TUBA1B	end	
409	1458	933.5	EID1	end	
1065	808	936.5	UBR5	end	
1022	854	938	YWHAH	end	
1718	160	939	SAR1A	end	
1341	540	940.5	PCBP2	end	
780	1107	943.5	EIF2AK2	end	
464	1424	944	MGST3	end	
1510	383	946.5	ADAMTS1	end	
1179	721	950	MYO9A	end	
587	1314	950.5	CSRNP1	end	
358	1545	951.5	TRIP12	end	
1708	196	952	IL6	end	
406	1500	953	GNB1	end	
602	1305	953.5	ARHGAP5	end	
1191	717	954	EZR	end	
888	1023	955.5	PDE8B	end	
517	1399	958	PLEKHG1	end	
1432	484	958	PPIG	end	
706	1214	960	FOXO3	end	
1670	252	961	PRNP	end	
1564	359	961.5	RDX	end	
790	1133	961.5	RPS5	end	
1731	199	965	CHD1	end	
237	1703	970	PTP4A2	end	
977	963	970	SARAF	end	
812	1134	973	MECOM	end	
1464	483	973.5	PAG1	end	
343	1610	976.5	PREX2	end	
1184	770	977	SIN3A	end	
611	1349	980	CXCL12	end	
1007	957	982	OSMR	end	
402	1562	982	TMEM123	end	
1058	907	982.5	TAF1D	end	
1588	379	983.5	RIN2	end	
1141	828	984.5	SERPINE1	end	
1042	934	988	SLC41A1	end	
647	1330	988.5	GLG1	end	
151	1835	993	HLF	end	
386	1602	994	KCTD12	end	
1011	981	996	PPA1	end	
823	1170	996.5	MPRIP	end	
976	1017	996.5	SCRN1	end	
1604	392	998	AGO2	end	
263	1734	998.5	EIF4G3	end	
1672	328	1000	PELI1	end	
1763	243	1003	CSNK1A1	end	
999	1007	1003	ELOVL7	end	
1325	681	1003	PEBP1	end	
423	1591	1007	LEPROT	end	
1625	390	1007.5	ANKRD10	end	
432	1583	1007.5	FOXN3	end	
919	1101	1010	OGFRL1	end	
768	1253	1010.5	ATXN7L3B	end	
269	1754	1011.5	GLUD1	end	
1242	783	1012.5	DLG1	end	
456	1570	1013	KLF7	end	
1365	661	1013	PDE4B	end	
1323.5	703	1013.25	PRKD3	end	
1599	433	1016	HBP1	end	
1071	964	1017.5	PTRF	end	
882	1155	1018.5	ICAM1	end	
1593	448	1020.5	HMGB1	end	
1779	275	1027	GPX3	end	
1336	720	1028	MED14	end	
1427	638	1032.5	DHX15	end	
1701	367	1034	NRIP1	end	
1631	442	1036.5	CREM	end	
1113	960	1036.5	SSR1	end	
1194	882	1038	RPL13	end	
1300	777	1038.5	RPN1	end	
1897	182	1039.5	CCNH	end	
1100	979	1039.5	RPL8	end	
389	1690	1039.5	SMARCA2	end	
593	1490	1041.5	PIAS1	end	
923	1161	1042	CTTNBP2NL	end	
1252	832	1042	KPNA4	end	
1580	506	1043	SMAD2	end	
1151	936	1043.5	RBM5	end	
1243	846	1044.5	KANK1	end	
1265	824	1044.5	PSMB4	end	
1316	773	1044.5	SLC44A1	end	
1450	641	1045.5	PRPF38A	end	
1817	280	1048.5	CACUL1	end	
723	1377	1050	HELZ	end	
435	1665	1050	PTPN12	end	
853	1248	1050.5	ENSA	end	
574	1529	1051.5	COX7C	end	
734	1370	1052	RUNX1T1	end	
1694	410	1052	SYPL1	end	
1381	723	1052	TMEM245	end	
300	1807	1053.5	ATP10A	end	
144	1963	1053.5	BSG	end	
336	1773	1054.5	ENG	end	
935	1175	1055	INSR	end	
1980	131	1055.5	TSC22D2	end	
1234	880	1057	SMARCC2	end	
771	1346	1058.5	AAK1	end	
135	1982	1058.5	PEA15	end	
954	1166	1060	MKLN1	end	
2047	74	1060.5	AXL	end	
733	1388	1060.5	CD55	end	
491	1636	1063.5	MAT2A	end	
2025	105	1065	IFITM1	end	
980	1160	1070	HSPA9	end	
688	1462	1075	TIMP2	end	
318	1837	1077.5	RPL38	end	
613	1543	1078	BIRC6	end	
801	1355	1078	KIAA2026	end	
1167	993	1080	CAPZA2	end	
894	1270	1082	TEAD1	end	
879	1289	1084	ATF6	end	
1056	1115	1085.5	NIN	end	
1123	1050	1086.5	SYT1	end	
1282	893	1087.5	DOCK1	end	
1026	1154	1090	SH3GLB1	end	
1342	840	1091	ANXA3	end	
1002	1180	1091	MED13L	end	
1489	705	1097	SKIL	end	
2011	183	1097	TOPORS	end	
1921	277	1099	DNTTIP2	end	
1343	856	1099.5	PDS5B	end	
1424	775	1099.5	PPP1CC	end	
1257	943	1100	MYADM	end	
662	1541	1101.5	PAPOLA	end	
1879	327	1103	SRP9	end	
1290	924	1107	SAP18	end	
1513	713	1113	MTSS1	end	
466	1760	1113	WDFY3	end	
1075	1152	1113.5	FAM171B	end	
1959	269	1114	CFL2	end	
905	1326	1115.5	PITPNB	end	
381	1852	1116.5	NDUFB9	end	
1423	811	1117	DIS3	end	
1709	527	1118	RPS19	end	
1671	569	1120	ARHGEF7	end	
1332	909	1120.5	PTPLAD1	end	
314	1928	1121	S1PR1	end	
1159	1085	1122	REV3L	end	
500	1747	1123.5	ABCC9	end	
1761	488	1124.5	PAFAH1B2	end	
869	1383	1126	OMD	end	
1570	682	1126	PTP4A1	end	
1226	1027	1126.5	TTC17	end	
1259	995	1127	COX6C	end	
1607	647	1127	SLTM	end	
1525	733	1129	BNIP2	end	
1136	1122	1129	SNRNP200	end	
758	1508	1133	ITSN1	end	
547	1721	1134	FKBP1A	end	
52	2216	1134	TJP1	end	
1441	830	1135.5	DNAJB6	end	
170	2101	1135.5	SRRM2	end	
1563	709	1136	RBMX	end	
992	1283	1137.5	PHF21A	end	
1713	562	1137.5	PHLDA1	end	
1391	887	1139	HEXIM1	end	
1647	633	1140	NBEAL1	end	
625	1657	1141	SYT11	end	
1116	1168	1142	FERMT2	end	
806	1480	1143	NUFIP2	end	
434	1857	1145.5	RAB5B	end	
332	1964	1148	NFAT5	end	
986	1311	1148.5	VPS13D	end	
1634	664	1149	SGIP1	end	
551	1748	1149.5	FOSL2	end	
678	1623	1150.5	PRKCH	end	
929	1374	1151.5	CHD6	end	
1054	1260	1157	EIF3H	end	
747	1569	1158	TCF12	end	
906	1414	1160	GNG11	end	
1454	869	1161.5	ARNT2	end	
2208	116	1162	TBL1XR1	end	
1254	1073	1163.5	NCOA7	end	
1005	1327	1166	RNF19A	end	
1419	917	1168	CHD4	end	
520	1820	1170	SP1	end	
480	1864	1172	ABHD2	end	
910	1434	1172	ERBB2IP	end	
1730	616	1173	ABCA1	end	
2043	304	1173.5	IDI1	end	
1499	848	1173.5	PDE8A	end	
1772	578	1175	ANXA7	end	
514	1840	1177	DENND4C	end	
1577	779	1178	CALU	end	
1063	1294	1178.5	PIK3R3	end	
932	1429	1180.5	UBAP2L	end	
1553	809	1181	IMPAD1	end	
1228	1137	1182.5	UBE2H	end	
1158	1208	1183	FGF1	end	
2134	237	1185.5	THOC2	end	
2291	81	1186	ARID5B	end	
1345	1030	1187.5	NFE2L2	end	
868	1507	1187.5	UBA1	end	
774	1606	1190	ARHGAP26	end	
1313	1068	1190.5	C4ORF3	end	
1296	1088	1192	PPP2CB	end	
265	2122	1193.5	MTND2P28	end	
1283	1106	1194.5	PPP2R5C	end	
1193	1197	1195	CXCL1	end	
1769	622	1195.5	BBX	end	
1494	897	1195.5	FRZB	end	
2265	126	1195.5	ZFP36L2	end	
1068	1325	1196.5	RSU1	end	
1358	1036	1197	NR4A1	end	
586	1808	1197	YBX1	end	
1363	1032	1197.5	CPM	end	
481	1914	1197.5	RPS15A	end	
1418	978	1198	GOLGA7	end	
947	1452	1199.5	ANKIB1	end	
576	1834	1205	CCDC50	end	
1311	1099	1205	SEMA5A	end	
952	1463	1207.5	CAMSAP2	end	
2194	222	1208	CRYAB	end	
1750	668	1209	BCAP29	end	
727	1693	1210	PRKACB	end	
1606	816	1211	COPA	end	
1656	766	1211	ERRFI1	end	
739	1685	1212	AKAP11	end	
2059	365	1212	RBM6	end	
2092	336	1214	SREK1	end	
663	1771	1217	PEAK1	end	
1481	953	1217	PLSCR1	end	
1281	1156	1218.5	FEM1C	end	
692	1745	1218.5	MAOA	end	
832	1605	1218.5	MOBP	end	
451	1991	1221	RALGAPA1	end	
974	1469	1221.5	MAP4K3	end	
710	1735	1222.5	NDRG1	end	
1095	1351	1223	CALCOCO2	end	
1211	1237	1224	CAMTA1	end	
981	1468	1224.5	NDUFS1	end	
2203	247	1225	CD44	end	
1648	802	1225	LAP3	end	
373	2077	1225	RPS24	end	
2010	444	1227	UBL3	end	
1385	1071	1228	LUZP1	end	
1703.5	755	1229.25	NR1D2	end	
426	2034	1230	RAB6A	end	
1230	1231	1230.5	LDLR	end	
1082	1381	1231.5	SLC3A2	end	
2152	314	1233	RUFY3	end	
1916	551	1233.5	COPB2	end	
1601	867	1234	KIAA1429	end	
1069	1400	1234.5	LAMC1	end	
1462	1008	1235	SELK	end	
903	1571	1237	PDXK	end	
1532	951	1241.5	TCN2	end	
325	2161	1243	GBP4	end	
1514.5	975	1244.75	ARID1A	end	
1382	1108	1245	TSPAN7	end	
1433	1063	1248	ATP5F1	end	
1302	1196	1249	BRWD1	end	
2101	398	1249.5	SIK2	end	
1413	1089	1251	LONP2	end	
1188	1319	1253.5	IPO5	end	
1256	1251	1253.5	PDIA3	end	
1622	886	1254	AP1G1	end	
1213	1297	1255	RASA1	end	
2078	432	1255	SRSF10	end	
1934	579	1256.5	SBDS	end	
1044	1470	1257	PLAT	end	
1880	635	1257.5	CHMP5	end	
681	1836	1258.5	SETX	end	
2062	457	1259.5	ARL4A	end	
1111	1408	1259.5	TAF7	end	
1474	1046	1260	FXR1	end	
1354	1167	1260.5	RAP2A	end	
967	1556	1261.5	SAV1	end	
1070	1457	1263.5	SH3D19	end	
349	2180	1264.5	CPD	end	
2050	480	1265	EIF2S1	end	
1854	677	1265.5	CSNK1G3	end	
1466	1067	1266.5	SYNCRIP	end	
2082	454	1268	CD9	end	
258	2280	1269	EFCAB14	end	
1520	1024	1272	STAT2	end	
2189	360	1274.5	DNAJC3	end	
1505	1044	1274.5	NUP98	end	
1260	1291	1275.5	BTF3	end	
1752	803	1277.5	ZNF148	end	
352	2208	1280	MYO10	end	
874	1692	1283	PARP9	end	
1152	1416	1284	DHX9	end	
698	1871	1284.5	SLFN5	end	
895	1684	1289.5	C5ORF42	end	
1522	1060	1291	ASAH1	end	
595	1989	1292	TPP1	end	
1697	891	1294	INO80D	end	
1156	1433	1294.5	PTAR1	end	
1153	1437	1295	DAD1	end	
1019	1589	1304	HINT1	end	
2007	603	1305	COL1A2	end	
1700	910	1305	PHF20	end	
994	1624	1309	PK	end	
51	2569	1310	ESYT2	end	
1853	768	1310.5	RLIM	end	
1539	1090	1314.5	BCL6	end	
2218	416	1317	RFTN2	end	
1533	1103	1318	G3BP1	end	
1473	1163	1318	MYOF	end	
2153	486	1319.5	BZW1	end	
1397	1245	1321	FNDC3B	end	
1258	1384	1321	ITPR1	end	
1457	1187	1322	VEZF1	end	
755	1890	1322.5	ADAM10	end	
1412	1238	1325	SERPINB9	end	
1592	1059	1325.5	STAG2	end	
778	1877	1327.5	ATP5C1	end	
1603	1052	1327.5	BRD4	end	
1267	1389	1328	CD74	end	
2056	609	1332.5	FAM208A	end	
2061	604	1332.5	GLRX	end	
2318.5	347	1332.75	SYNPO2	end	
1132	1534	1333	FBXW7	end	
824	1843	1333.5	MAPK1	end	
1163	1504	1333.5	SH3BGRL2	end	
1975	693	1334	ARL6IP5	end	
1460	1213	1336.5	FEM1B	end	
1662	1012	1337	TXN	end	
2022	654	1338	KIAA0232	end	
672	2007	1339.5	HIVEP1	end	
1121	1560	1340.5	FGD4	end	
2216	466	1341	PRPF4B	end	
1038	1651	1344.5	RPL28	end	
948	1743	1345.5	HSD17B12	end	
2575	118	1346.5	ANP32E	end	
788	1905	1346.5	ARF1	end	
1919	778	1348.5	ELF2	end	
1084	1614	1349	BOD1L1	end	
1355	1345	1350	EWSR1	end	
2481	220	1350.5	SOX2-OT	end	
1285	1417	1351	TOR1AIP1	end	
1312	1390	1351	ZNF106	end	
1289	1425	1357	LPL	end	
845	1869	1357	ROCK1	end	
1053	1662	1357.5	PAK2	end	
1823	896	1359.5	PLCB4	end	
667	2056	1361.5	EDN3	end	
529	2195	1362	PMAIP1	end	
1658	1069	1363.5	DNM1L	end	
1334	1395	1364.5	DDX58	end	
1	2	1.5	MT-RNR2	mic	
4	1	2.5	MALAT1	mic	
3	3	3	MT-CO1	mic	
5	4	4.5	SAT1	mic	
6	5	5.5	SPP1	mic	
13	8	10.5	MT-ND4	mic	
18	6	12	HSP90AA1	mic	
11	17	14	MT-CO3	mic	
17	13	15	MT-CYB	mic	
8	22	15	NEAT1	mic	
26	7	16.5	ACTB	mic	
23	10	16.5	CD74	mic	
9	25	17	A2M	mic	
14	21	17.5	OLR1	mic	
10	26	18	SGK1	mic	
15	23	19	MT-CO2	mic	
12	29	20.5	CD83	mic	
33	14	23.5	EGR1	mic	
2	51	26.5	MT-RNR1	mic	
24	30	27	RGS1	mic	
16	40	28	SRGN	mic	
21	42	31.5	C3	mic	
25	38	31.5	CCL4	mic	
22	49	35.5	EEF1A1	mic	
29	43	36	GPR183	mic	
40	33	36.5	DDX5	mic	
19	58	38.5	IL1B	mic	
59	24	41.5	MT-ND2	mic	
30	57	43.5	RANBP2	mic	
54	34	44	HIF1A	mic	
31	65	48	MT-ND5	mic	
38	59	48.5	ELL2	mic	
82	16	49	CXCL8	mic	
94	9	51.5	FTL	mic	
42	66	54	HSP90AB1	mic	
65	50	57.5	HSPH1	mic	
77	44	60.5	MSR1	mic	
44	77	60.5	MT-ND1	mic	
91	31	61	EGR2	mic	
39	85	62	SLC1A3	mic	
46	81	63.5	PABPC1	mic	
108	20	64	MT-ATP6	mic	
50	78	64	TRIB1	mic	
55	76	65.5	CCL4L1	mic	
61	71	66	C3AR1	mic	
7	129	68	TPT1	mic	
98	41	69.5	NABP1	mic	
51	89	70	ATP6V1B2	mic	
127	15	71	H3F3B	mic	
56	87	71.5	DDX3X	mic	
75	70	72.5	MEF2C	mic	
35	111	73	IL6ST	mic	
80	72	76	FOS	mic	
72	82	77	ITPR2	mic	
43	112	77.5	P2RY12	mic	
48	108	78	ITM2B	mic	
71	88	79.5	CTSB	mic	
36	133	84.5	B3GNT5	mic	
49	120	84.5	KLF6	mic	
97	74	85.5	VMP1	mic	
63	109	86	HSPA8	mic	
141	37	89	B2M	mic	
119	63	91	RASGEF1B	mic	
27	161	94	CCL2	mic	
28	160	94	SORL1	mic	
84	107	95.5	HNRNPA2B1	mic	
87	104	95.5	HNRNPU	mic	
78	116	97	AKAP13	mic	
67	135	101	EIF4G2	mic	
157	45	101	ZEB2	mic	
140	67	103.5	TMSB4X	mic	
83	125	104	JMJD1C	mic	
115	94	104.5	ELF1	mic	
41	168	104.5	ST6GAL1	mic	
205	11	108	UBC	mic	
34	185	109.5	CX3CR1	mic	
120	100	110	HLA-DRA	mic	
148	73	110.5	YWHAZ	mic	
58	166	112	CH25H	mic	
112	113	112.5	EIF4E	mic	
95	131	113	RPL5	mic	
111	117	114	CD53	mic	
123	119	121	RPL21	mic	
32	212	122	PDK4	mic	
154	91	122.5	CLEC7A	mic	
62	187	124.5	EPB41L2	mic	
69	182	125.5	LCP1	mic	
149	103	126	PSAP	mic	
116	138	127	RPS6	mic	
183	75	129	SERPINB9	mic	
109	150	129.5	TRA2B	mic	
37	223	130	KCTD12	mic	
146	118	132	EIF1	mic	
225	39	132	HNRNPH1	mic	
184	84	134	DUSP6	mic	
90	184	137	LHFPL2	mic	
219	55	137	PLEK	mic	
121	155	138	EIF5	mic	
133	147	140	HAVCR2	mic	
64	231	147.5	CYBB	mic	
99	198	148.5	IL1A	mic	
155	143	149	RPS11	mic	
252	52	152	CCL3	mic	
247	60	153.5	SDCBP	mic	
142	171	156.5	CHD1	mic	
74	239	156.5	GLUL	mic	
249	68	158.5	NCOA4	mic	
181	137	159	CHSY1	mic	
199	121	160	DNAJA1	mic	
68	252	160	MAT2A	mic	
246	80	163	CALM1	mic	
137	191	164	HSPA5	mic	
92	236	164	LAPTM5	mic	
285	46	165.5	CCL3L3	mic	
118	222	170	PTPRC	mic	
259	83	171	HSPD1	mic	
174	169	171.5	GBP2	mic	
138	210	174	KMT2C	mic	
207	141	174	RPL15	mic	
228	123	175.5	ARPC2	mic	
79	273	176	LPCAT2	mic	
86	269	177.5	ADAM28	mic	
273	86	179.5	DHRS9	mic	
93	267	180	DOCK10	mic	
88	277	182.5	REL	mic	
303	64	183.5	ACTG1	mic	
70	297	183.5	DUSP1	mic	
150	219	184.5	QKI	mic	
301	69	185	MOB1A	mic	
177	193	185	WSB1	mic	
220	152	186	ACTR2	mic	
160	217	188.5	SOCS6	mic	
272	110	191	NEDD9	mic	
156	227	191.5	RTN4	mic	
217	170	193.5	ANXA5	mic	
370	18	194	ARRDC3	mic	
224	167	195.5	PTPRE	mic	
143	254	198.5	HERPUD1	mic	
206	194	200	ETS2	mic	
390	12	201	MARCKS	mic	
255	149	202	CAP1	mic	
172	232	202	CD84	mic	
163	245	204	HNRNPA1	mic	
231	177	204	ZCCHC6	mic	
131	283	207	TPM3	mic	
126	290	208	CSF1R	mic	
113	306	209.5	NR4A2	mic	
305	115	210	GPR34	mic	
300	127	213.5	MBNL1	mic	
134	295	214.5	RHOA	mic	
226	205	215.5	SAMSN1	mic	
243	196	219.5	RAPGEF2	mic	
388	53	220.5	DPYSL2	mic	
245	207	226	IFNGR1	mic	
193	265	229	CTTNBP2NL	mic	
152	308	230	VPS13C	mic	
317	145	231	RPL3	mic	
114	351	232.5	OGFRL1	mic	
211	257	234	NPM1	mic	
96	373	234.5	ABL2	mic	
167	302	234.5	SPTLC2	mic	
53	417	235	PLXDC2	mic	
281	189	235	SPRED1	mic	
410	62	236	ITGAX	mic	
107	365	236	PICALM	mic	
232	246	239	CDV3	mic	
60	418	239	MCL1	mic	
349	140	244.5	ETF1	mic	
161	330	245.5	EIF4A2	mic	
200	292	246	MS4A7	mic	
159	334	246.5	USP53	mic	
179	318	248.5	ADORA3	mic	
464	35	249.5	C6ORF62	mic	
47	454	250.5	FGD4	mic	
333	179	256	ABCA1	mic	
103	416	259.5	SKIL	mic	
81	439	260	PRRC2C	mic	
279	242	260.5	SLA	mic	
343	180	261.5	SH2B3	mic	
394	132	263	BCLAF1	mic	
173	359	266	TMBIM6	mic	
57	476	266.5	MT-ND4L	mic	
165	371	268	TFRC	mic	
377	159	268	ZNF207	mic	
512	27	269.5	SRSF6	mic	
125	420	272.5	RBM39	mic	
208	340	274	CLTC	mic	
365	188	276.5	MDM2	mic	
432	130	281	LIPA	mic	
250	314	282	RPL7	mic	
267	298	282.5	TACC1	mic	
110	461	285.5	GNAS	mic	
180	392	286	RPL23	mic	
216	367	291.5	HLA-DPA1	mic	
479	106	292.5	AXL	mic	
203	382	292.5	CCNL1	mic	
188	399	293.5	CHD2	mic	
467	122	294.5	DNAJB1	mic	
213	383	298	RAB1A	mic	
122	478	300	SFPQ	mic	
334	270	302	AIF1	mic	
147	462	304.5	MEF2A	mic	
299	311	305	FYB	mic	
162	449	305.5	HNRNPDL	mic	
580	32	306	RIN2	mic	
218	395	306.5	USP9X	mic	
136	481	308.5	LCP2	mic	
435	186	310.5	NAMPT	mic	
151	472	311.5	B4GALT1	mic	
102	521	311.5	DST	mic	
198	430	314	LGMN	mic	
475	154	314.5	STOM	mic	
366	264	315	NUFIP2	mic	
289	341	315	SRSF2	mic	
275	356	315.5	PEAK1	mic	
372	259	315.5	TLR1	mic	
471	165	318	IFI16	mic	
461	175	318	KIF5B	mic	
105	532	318.5	FKBP5	mic	
398	244	321	RBM25	mic	
431	211	321	SCIN	mic	
385	258	321.5	IL1RAP	mic	
128	516	322	ATP13A3	mic	
323	322	322.5	CCDC88A	mic	
474	172	323	ID2	mic	
135	511	323	SLC38A2	mic	
130	520	325	RPS27	mic	
347	315	331	RPS27A	mic	
104	567	335.5	MACF1	mic	
463	209	336	ACSL1	mic	
425	248	336.5	ARHGDIB	mic	
45	629	337	GNA13	mic	
529	146	337.5	ABI1	mic	
550	128	339	TTC3	mic	
124	556	340	CEP350	mic	
387	293	340	SRSF3	mic	
319	364	341.5	KMT2E	mic	
178	507	342.5	CSDE1	mic	
355	332	343.5	IRF2BP2	mic	
196	497	346.5	IL13RA1	mic	
139	566	352.5	SON	mic	
553	156	354.5	ALOX5AP	mic	
308	402	355	LYST	mic	
353	360	356.5	TGFBR1	mic	
336	378	357	SLC2A5	mic	
614	102	358	BCL2A1	mic	
516	202	359	VSIG4	mic	
339	380	359.5	DBI	mic	
588	134	361	CALM2	mic	
100	622	361	HSP90B1	mic	
311	412	361.5	GNAI3	mic	
699	28	363.5	CAPZA1	mic	
76	651	363.5	DOCK4	mic	
455	279	367	PTP4A2	mic	
587	148	367.5	LAMP2	mic	
187	550	368.5	PIK3R1	mic	
530	216	373	ANKRD44	mic	
648	99	373.5	NFKBIZ	mic	
324	428	376	BIRC6	mic	
551	201	376	CMTM6	mic	
268	490	379	RPS13	mic	
175	610	392.5	PAG1	mic	
584	213	398.5	ANKRD10	mic	
325	473	399	GATM	mic	
329	474	401.5	LIMS1	mic	
408	398	403	CD86	mic	
248	562	405	MTATP6P1	mic	
420	391	405.5	CHD7	mic	
725	92	408.5	ZFP36L2	mic	
470	350	410	SRSF7	mic	
498	327	412.5	ZFAND5	mic	
509	317	413	GOLGA4	mic	
209	619	414	RPL9	mic	
153	676	414.5	MYCBP2	mic	
582	247	414.5	SARAF	mic	
525	304	414.5	USP15	mic	
562	272	417	MARCH6	mic	
386	450	418	MPP1	mic	
233	604	418.5	PCM1	mic	
296	543	419.5	CD63	mic	
472	368	420	PTMA	mic	
592	255	423.5	PLIN2	mic	
195	653	424	SRSF5	mic	
117	732	424.5	SF3B1	mic	
428	422	425	PPP1R15B	mic	
418	433	425.5	SCAF11	mic	
331	524	427.5	NACA	mic	
505	357	431	NKTR	mic	
371	492	431.5	GOLGB1	mic	
337	526	431.5	RAB31	mic	
192	672	432	PDE3B	mic	
597	268	432.5	PRDM1	mic	
649	220	434.5	SOAT1	mic	
643	229	436	YWHAB	mic	
438	437	437.5	NAP1L1	mic	
704	173	438.5	CD46	mic	
328	549	438.5	UBE2D3	mic	
495	390	442.5	RAB7A	mic	
158	730	444	ATM	mic	
433	460	446.5	ROCK1	mic	
450	447	448.5	UBAC2	mic	
510	388	449	JAK1	mic	
222	679	450.5	SFMBT2	mic	
664	237	450.5	SKAP2	mic	
547	355	451	EIF4G3	mic	
382	528	455	TLR4	mic	
506	406	456	MED12L	mic	
417	501	459	ANKRD17	mic	
719	199	459	LPL	mic	
419	499	459	XRCC5	mic	
241	680	460.5	SEPT2	mic	
494	429	461.5	SLC11A2	mic	
604	326	465	ATRX	mic	
752	178	465	CTNNA1	mic	
615	316	465.5	DNAJB6	mic	
393	539	466	EIF3A	mic	
326	607	466.5	EEF1B2	mic	
772	163	467.5	SLC39A10	mic	
85	853	469	BHLHE41	mic	
558	381	469.5	BOD1L1	mic	
670	275	472.5	DNAJC10	mic	
524	421	472.5	KTN1	mic	
242	706	474	CELF2	mic	
722	235	478.5	TMED5	mic	
271	688	479.5	KIAA1598	mic	
522	438	480	PNISR	mic	
486	475	480.5	ZC3HAV1	mic	
261	703	482	PPIA	mic	
210	754	482	RPL4	mic	
170	795	482.5	DOCK8	mic	
665	300	482.5	TSC22D2	mic	
315	656	485.5	HNRNPA3	mic	
576	397	486.5	STK4	mic	
567	409	488	PEA15	mic	
244	739	491.5	RPL31	mic	
313	671	492	RUNX1	mic	
890	97	493.5	ARID5B	mic	
392	595	493.5	SIPA1L2	mic	
575	415	495	PPT1	mic	
212	780	496	PELI1	mic	
358	637	497.5	SYAP1	mic	
145	851	498	FLT1	mic	
493	504	498.5	BACH1	mic	
227	773	500	RPS3A	mic	
229	772	500.5	IRAK3	mic	
262	742	502	HNRNPC	mic	
808	200	504	EDEM1	mic	
566	442	504	RC3H1	mic	
456	553	504.5	IRAK2	mic	
399	611	505	KPNA4	mic	
492	519	505.5	ELMO1	mic	
608	405	506.5	EML4	mic	
915	101	508	ARL6IP1	mic	
716	307	511.5	SRSF10	mic	
695	331	513	RPS14	mic	
700	336	518	HOOK3	mic	
488	554	521	GNB4	mic	
257	785	521	IPCEF1	mic	
599	446	522.5	KBTBD8	mic	
473	572	522.5	VAPA	mic	
1027	19	523	PPP1CB	mic	
374	686	530	FCER1G	mic	
593	468	530.5	DHX9	mic	
89	972	530.5	SRRM2	mic	
454	614	534	ATF4	mic	
732	337	534.5	REV3L	mic	
537	538	537.5	GPBP1	mic	
776	301	538.5	LUZP1	mic	
405	673	539	WASF2	mic	
373	718	545.5	CNOT1	mic	
176	916	546	ATF6	mic	
487	605	546	CYCS	mic	
731	363	547	CSNK1A1	mic	
237	857	547	ZFHX3	mic	
477	618	547.5	PJA2	mic	
835	262	548.5	SKP1	mic	
756	342	549	PTEN	mic	
238	862	550	RPL13A	mic	
312	790	551	RAC1	mic	
254	849	551.5	APLP2	mic	
106	1002	554	SRGAP2	mic	
332	784	558	MYL6	mic	
632	485	558.5	DDX3Y	mic	
429	689	559	PCF11	mic	
283	837	560	RTTN	mic	
761	361	561	PRPF38B	mic	
641	482	561.5	MORF4L1	mic	
969	157	563	RBPJ	mic	
482	645	563.5	CCNI	mic	
194	944	569	FCGR2A	mic	
625	515	570	NCOA7	mic	
709	431	570	RAN	mic	
129	1021	575	ARHGAP21	mic	
535	615	575	SLC12A6	mic	
391	762	576.5	GLS	mic	
841	312	576.5	UBXN4	mic	
698	458	578	LPAR6	mic	
356	807	581.5	PDE4B	mic	
685	479	582	SEL1L	mic	
523	642	582.5	LRRFIP1	mic	
570	598	584	CD55	mic	
383	788	585.5	WDR26	mic	
468	708	588	SWAP70	mic	
1134	48	591	TBL1XR1	mic	
489	698	593.5	TPP1	mic	
341	850	595.5	SERINC1	mic	
542	650	596	AAK1	mic	
445	748	596.5	PSME4	mic	
164	1034	599	SMAP2	mic	
997	203	600	NAA15	mic	
774	427	600.5	PRNP	mic	
500	705	602.5	CTNNB1	mic	
378	828	603	RASSF2	mic	
340	870	605	TET2	mic	
760	452	606	PNRC1	mic	
427	789	608	DAZAP2	mic	
842	374	608	ZNFX1	mic	
563	655	609	RPL10	mic	
927	294	610.5	GAPDH	mic	
351	871	611	RAP1A	mic	
1047	176	611.5	CAPZA2	mic	
236	988	612	XIST	mic	
644	585	614.5	ARHGAP25	mic	
171	1058	614.5	CFLAR	mic	
73	1160	616.5	DDX17	mic	
292	950	621	PARP14	mic	
442	808	625	ABCC4	mic	
855	396	625.5	ARL6IP5	mic	
717	535	626	ATP2B1	mic	
415	839	627	NLRP3	mic	
647	609	628	SLTM	mic	
531	727	629	PTP4A1	mic	
930	328	629	TLR7	mic	
169	1090	629.5	CANX	mic	
812	448	630	MT-ND6	mic	
168	1092	630	P2RY13	mic	
769	493	631	MAF	mic	
504	758	631	ZFP36L1	mic	
546	717	631.5	MDM4	mic	
368	900	634	NFKBIA	mic	
