Table S1f Top ranked cell type-expressed genes based on mouse data						
						
Zhang2014_rank	Zeisel2014_rank	Tasic2016_rank	grand_rank	gene	Celltype	
634	595	2398	634	ERG	end	
398	1221	634	634	RPS18	end	
828	635	264	635	GPD2	end	
637	8897	447	637	AP2M1	end	
521	638	1466	638	PDE2A	end	
641	1333	198	641	MAP1LC3B	end	
358	642	2861	642	PARVB	end	
367	1359	643	643	CLIC1	end	
643	770	603	643	TPM1	end	
502	644	3463	644	ENPP2	end	
545	895	646	646	HLA-A	end	
2461	137	647	647	ATP2B1	end	
648	716	422	648	VAMP3	end	
325	649	2750	649	SOX7	end	
881	651	296	651	ATP5F1	end	
2522	472	653	653	EBF1	end	
1974	560	655	655	C4ORF3	end	
655	2539	163	655	F11R	end	
816	659	505	659	PAIP2	end	
662	785	324	662	BTG1	end	
233	662	1881	662	RHOC	end	
2390	495	663	663	ARPP19	end	
547	663	1814	663	FRMD4B	end	
2338	345	664	664	SRRM1	end	
237	665	1724	665	BHLHE40	end	
666	424	1332	666	WDR26	end	
667	763	538	667	VDAC2	end	
639	911	668	668	WFDC1	end	
669	1136	338	669	WDR1	end	
1737	670	239	670	ECH1	end	
895	558	670	670	PDLIM5	end	
882	672	518	672	CYFIP1	end	
674	1068	571	674	GABARAP	end	
1067	217	676	676	ATP6V1A	end	
389	676	2049	676	DYNC1H1	end	
3802	679	379	679	IL10RB	end	
489	8872	680	680	GAPDH	end	
1978	682	580	682	BPTF	end	
2859	555	682	682	NBEAL1	end	
1491	683	578	683	PJA2	end	
1097	342	683	683	STRN3	end	
478	684	2100	684	CDKN1A	end	
272	2737	684	684	RPS29	end	
348	887	687	687	LTBP4	end	
460	688	3929	688	ITPKB	end	
230	689	1951	689	ABCA1	end	
690	703	268	690	MAPRE1	end	
1662	691	84	691	GSK3B	end	
1357	694	342	694	CCT8	end	
498	696	5148	696	ANGPT2	end	
201	11231	696	696	RPL21	end	
686	1030	699	699	ITGA1	end	
3818	699	542	699	POLK	end	
3465	700	310	700	PCP4L1	end	
700	909	183	700	STX12	end	
620	704	1169	704	AFF4	end	
707	562	2225	707	SFPQ	end	
110	1372	708	708	RPL10	end	
708	1211	707	708	SRSF3	end	
954	384	710	710	CCSER2	end	
802	713	470	713	PREX2	end	
715	2491	539	715	TUBA1B	end	
716	809	302	716	LGALS9	end	
182	1708	720	720	RPS6	end	
938	720	322	720	TAX1BP1	end	
3108	722	429	722	MKLN1	end	
722	945	547	722	SDF4	end	
404	724	2391	724	RASIP1	end	
2235	632	725	725	TUG1	end	
726	1497	152	726	SKIL	end	
2574	466	727	727	THOC2	end	
797	609	728	728	GNB4	end	
683	731	1107	731	ATP2A2	end	
732	711	823	732	ARF4	end	
542	733	872	733	CPT1A	end	
372	735	2005	735	ROBO4	end	
737	1538	435	737	MAGED1	end	
380	737	1061	737	RAMP2	end	
635	738	4951	738	AGFG1	end	
482	739	1475	739	ARAP3	end	
1485	232	740	740	GAS5	end	
2423	742	184	742	MAP3K1	end	
742	278	5090	742	MGLL	end	
567	848	742	742	NISCH	end	
894	486	743	743	NR3C1	end	
743	302	2699	743	PPIB	end	
1116	165	746	746	NDUFA4	end	
710	1583	747	747	EIF3C	end	
296	747	1449	747	IFNAR1	end	
748	803	439	748	KANK3	end	
479	748	844	748	TMEM123	end	
4849	206	751	751	CD47	end	
752	526	1008	752	DAB2	end	
983	725	754	754	CD2AP	end	
755	453	951	755	HNRNPH1	end	
745	1005	756	756	PNRC2	end	
759	818	240	759	CCT7	end	
1660	251	762	762	SRSF11	end	
2595	764	750	764	NAV1	end	
455	817	765	765	ARPC2	end	
4682	765	326	765	IFI27	end	
765	752	1033	765	TPI1	end	
1627	766	574	766	ATP8A1	end	
2356	364	766	766	DYNLRB1	end	
3434	767	401	767	CERS4	end	
974	768	498	768	TMED10	end	
769	891	115	769	ACTR2	end	
815	769	404	769	HBP1	end	
1715	517	769	769	OGT	end	
771	455	900	771	GJA1	end	
1042	415	773	773	1700020I14RIK	end	
736	773	959	773	TALDO1	end	
1730	775	66	775	NRAS	end	
1611	352	776	776	SRP14	end	
253	777	1350	777	ACVRL1	end	
777	666	3108	777	IVNS1ABP	end	
834	579	778	778	ZDHHC20	end	
779	443	1123	779	FCHO2	end	
841	780	173	780	FLI1	end	
1571	429	782	782	TAOK1	end	
725	1834	785	785	FLVCR2	end	
1068	133	787	787	SHFM1	end	
1322	787	112	787	ST13	end	
544	789	2152	789	TIAM1	end	
1347	351	790	790	PSMA2	end	
2149	794	592	794	ACTR10	end	
730	796	2295	796	PAFAH1B1	end	
2094	460	798	798	CYB5A	end	
310	799	5809	799	NR4A1	end	
800	2390	673	800	PFDN5	end	
2972	727	801	801	TXNDC17	end	
803	648	6369	803	IER3	end	
1923	804	568	804	PTEN	end	
805	405	828	805	ATP5H	end	
2534	808	297	808	CALCRL	end	
811	547	1001	811	ARHGAP31	end	
387	5134	812	812	ARHGDIA	end	
207	812	3421	812	SLC39A8	end	
2184	813	549	813	SRSF7	end	
814	3175	689	814	EFNA1	end	
629	815	1893	815	CMTM6	end	
819	357	1152	819	GOLIM4	end	
536	850	820	820	DNAJC10	end	
820	477	1863	820	TNKS2	end	
1276	821	523	821	SEC62	end	
822	497	1760	822	BNIP2	end	
2242	826	29	826	SEPT11	end	
1577	827	413	827	CHMP3	end	
1987	828	730	828	CWC15	end	
731	829	9607	829	MAPK6	end	
2383	830	695	830	ATP6AP2	end	
830	602	1497	830	COX7B	end	
1024	531	830	830	RAB11A	end	
831	746	5518	831	HILPDA	end	
785	831	2829	831	HUWE1	end	
832	2854	779	832	H2AFZ	end	
679	832	4081	832	PNRC1	end	
3095	585	832	832	U2SURP	end	
104	10110	833	833	ACTG1	end	
709	834	2080	834	WSB1	end	
2865	397	837	837	NDUFA7	end	
962	840	329	840	SRI	end	
437	1071	841	841	CCNI	end	
2209	842	671	842	ATP6V1G1	end	
842	411	1115	842	TMEM30A	end	
991	127	845	845	COX6B1	end	
1918	851	430	851	BIRC6	end	
1030	800	851	851	HINT1	end	
363	853	1578	853	FMNL3	end	
2545	854	210	854	CD59	end	
855	250	1706	855	PURB	end	
293	856	2464	856	C16ORF89	end	
856	563	966	856	PTBP3	end	
1152	857	466	857	FNBP1L	end	
859	652	1270	859	PSMC3	end	
670	860	8788	860	SEMA6D	end	
918	334	861	861	AKAP13	end	
1863	861	121	861	MKL2	end	
821	862	2752	862	STARD13	end	
864	779	1347	864	PAPOLA	end	
866	639	904	866	XIAP	end	
744	1677	870	870	PCBP2	end	
2820	786	871	871	ASH1L	end	
501	872	3779	872	GTF2I	end	
874	1594	715	874	CCT4	end	
1893	874	651	874	RALGAPA1	end	
1157	876	678	876	GHITM	end	
4161	878	716	878	HIGD1B	end	
1103	623	879	879	NCOR1	end	
773	879	1791	879	PLCG1	end	
2895	484	880	880	GNAQ	end	
880	1223	857	880	PTK2	end	
946	880	577	880	TSPAN5	end	
377	881	1082	881	VWF	end	
1099	858	884	884	ZMYND11	end	
3813	646	886	886	KLF7	end	
2375	594	887	887	PSMC6	end	
749	888	1173	888	NPC2	end	
120	889	1197	889	CALR	end	
2109	890	807	890	DDX3Y	end	
1396	621	891	891	PSMC1	end	
891	509	4169	891	SRSF6	end	
734	1566	892	892	PPP2R1A	end	
701	894	3611	894	CALM3	end	
714	896	1529	896	SRGAP2B	end	
897	10365	658	897	BGN	end	
2213	897	702	897	GCC2	end	
2036	281	898	898	S100A13	end	
1594	899	755	899	SDHB	end	
694	900	1187	900	JMJD1C	end	
901	462	3723	901	TOP2B	end	
902	451	1928	902	ATP5G3	end	
903	955	550	903	MGEA5	end	
904	437	1658	904	RAB6A	end	
678	1146	906	906	ABCC4	end	
907	995	509	907	TNS1	end	
908	520	1258	908	RTN4	end	
689	910	3556	910	USHBP1	end	
1522	914	822	914	ATP6V1E1	end	
1892	645	917	917	GABARAPL2	end	
756	917	2586	917	PLEKHG5	end	
1493	589	919	919	PBRM1	end	
919	790	5435	919	WASF2	end	
920	2557	557	920	HERPUD1	end	
1100	736	920	920	NXF1	end	
2498	922	597	922	VPS29	end	
336	923	1960	923	GABARAPL1	end	
287	924	5972	924	C1ORF115	end	
1297	227	924	924	COX6C	end	
924	1174	586	924	SSR2	end	
687	1098	926	926	DHX15	end	
780	928	1494	928	TNPO1	end	
1063	929	180	929	HIPK1	end	
970	257	929	929	REEP3	end	
1800	930	649	930	EPRS	end	
2211	418	930	930	KMT2E	end	
422	5913	932	932	RPL37	end	
1471	932	229	932	STT3A	end	
2513	933	567	933	TUBB2A	end	
3007	935	611	935	PARK7	end	
1344	938	700	938	OSTC	end	
2062	546	939	939	MAST4	end	
2082	940	343	940	MOSPD1	end	
245	3364	942	942	RPL15	end	
944	886	1712	944	HNRNPF	end	
174	5383	944	944	RPS27A	end	
1160	667	945	945	MECOM	end	
2357	947	792	947	SNX6	end	
947	388	1051	947	ZFAND5	end	
958	949	320	949	ALAS1	end	
950	2030	608	950	ARPC5	end	
702	1503	950	950	RPN1	end	
318	950	1781	950	SARAF	end	
951	814	1175	951	ARHGEF2	end	
760	954	952	952	UQCRC2	end	
2291	953	565	953	ZFML	end	
956	1246	528	956	LEPROT	end	
1771	956	536	956	SPCS1	end	
518	961	8756	961	BACH1	end	
7334	942	961	961	TSPAN7	end	
229	1781	962	962	DDB1	end	
472	962	3388	962	PPP1R2	end	
717	963	1773	963	ETNK1	end	
601	1226	964	964	RGS12	end	
1927	964	475	964	VDAC3	end	
965	1383	713	965	CCT3	end	
758	965	1070	965	TCF25	end	
923	966	980	966	CD164	end	
610	3262	967	967	NONO	end	
546	968	2108	968	MTMR6	end	
92	969	1084	969	ENG	end	
283	4119	970	970	EIF3H	end	
480	970	1303	970	M6PR	end	
971	944	1882	971	LUZP1	end	
972	686	1156	972	TMED5	end	
3174	902	974	974	LBR	end	
975	483	3010	975	RAB2A	end	
1425	714	975	975	VMP1	end	
980	1074	79	980	CYYR1	end	
982	1216	829	982	ARF2	end	
977	982	1262	982	NFAT5	end	
1233	983	335	983	LMBRD1	end	
1290	971	983	983	MAPK1	end	
2243	849	984	984	MIB1	end	
586	984	1275	984	TCF12	end	
2279	985	815	985	CLIC5	end	
986	1956	712	986	COPB2	end	
987	690	1473	987	HIPK3	end	
1654	987	242	987	NSD1	end	
988	1020	51	988	SSR1	end	
630	4092	989	989	RAB7A	end	
525	990	1606	990	TMEM252	end	
7236	992	414	992	IMPACT	end	
992	1156	840	992	VPS35	end	
993	1920	729	993	NDUFV1	end	
995	708	4816	995	DDX6	end	
1780	998	442	998	PSMA1	end	
1741	488	999	999	RBM5	end	
28	1000	7194	1000	APCDD1	end	
4034	1001	726	1001	HNRNPU	end	
396	1002	4311	1002	MAP4K4	end	
1002	951	1503	1002	THSD1	end	
2051	627	1003	1003	DAD1	end	
434	1004	2244	1004	PITPNA	end	
1004	577	1930	1004	RDX	end	
4470	863	1005	1005	CPNE3	end	
105	5507	1006	1006	RPS8	end	
1008	1616	846	1008	DEGS1	end	
7259	1008	205	1008	DEGS2	end	
1020	1009	407	1009	WLS	end	
1010	1349	68	1010	ENC1	end	
4536	350	1010	1010	R3HDM1	end	
876	1011	2397	1011	LDLRAD3	end	
2162	1012	882	1012	SCP2	end	
1013	673	14544.5	1013	PMAIP1	end	
976	1013	2317	1013	TM9SF2	end	
792	1124	1014	1014	COX6A1	end	
1014	537	1499	1014	MARCH7	end	
892	1014	1170	1014	NDUFB11	end	
1016	1895	612	1016	PAK2	end	
1017	692	3603	1017	NFE2L1	end	
1047	1018	448	1018	TACC1	end	
1422	859	1020	1020	NIPBL	end	
2384	1021	419	1021	NDUFV2	end	
3537	1023	936	1023	NDUFV3	end	
2108	1026	749	1026	DENND5B	end	
6612	135	1026	1026	SLC1A2	end	
2021	628	1029	1029	BAZ2B	end	
3958	489	1031	1031	NDUFA3	end	
1033	539	1996	1033	PIK3C2A	end	
1495	549	1034	1034	ZC3H7A	end	
1035	712	2393	1035	ABI1	end	
537	1036	1339	1036	KIAA0355	end	
1414	974	1037	1037	SEC63	end	
1038	958	1589	1038	ATP6AP1	end	
5397	197	1038	1038	PURA	end	
4605	991	1039	1039	NUCKS1	end	
1041	634	1699	1041	HNRNPA0	end	
1085	581	1042	1042	EIF3K	end	
808	1044	3167	1044	SELT	end	
984	2066	1045	1045	COPB1	end	
596	1572	1046	1046	ADD1	end	
1805	1047	314	1047	SLC19A3	end	
1048	685	2181	1048	ROCK2	end	
1050	501	1733	1050	KLF3	end	
1052	505	2025	1052	ATP1B3	end	
1003	7503	1055	1055	GLRX3	end	
1056	728	3748	1056	RTN3	end	
2877	1057	987	1057	NDUFA8	end	
1025	1059	1912	1059	STAG2	end	
1062	3394	1022	1062	CAST	end	
2182	1058	1063	1063	ESD	end	
935	1063	3300	1063	FGD5	end	
1438	783	1064	1064	METAP2	end	
532	1064	1957	1064	SLC25A3	end	
1065	413	1635	1065	CNOT6	end	
1572	1066	285	1066	MIER1	end	
341	1851	1068	1068	RPL37A	end	
1070	988	4546	1070	CGGBP1	end	
484	1070	5494	1070	EIF3F	end	
4453	943	1071	1071	LPAR6	end	
1043	1072	2714	1072	TJP2	end	
696	1073	3876	1073	SAR1A	end	
355	1075	5169	1075	NID2	end	
1230	1076	486	1076	FAM63A	end	
3375	1060	1076	1076	HMGCS1	end	
1448	224	1077	1077	EDN1	end	
3047	1077	1024	1077	NDUFA13	end	
2805	771	1078	1078	SH3BGRL3	end	
176	1079	1104	1079	RPL23	end	
1081	1832	316	1081	MDH2	end	
522	1082	2375	1082	GRAP	end	
592	1083	2550	1083	CCT2	end	
3158	1084	1032	1084	OSBPL1A	end	
948	1085	1872	1085	CTLA2B	end	
1089	1046	1085	1085	EIF3M	end	
2405	1010	1087	1087	USP53	end	
2309	707	1088	1088	PCMTD1	end	
1544	1090	637	1090	PDCD10	end	
1793	791	1091	1091	SP1	end	
1092	72	2830	1092	HES1	end	
1093	3353	203	1093	HMGB1	end	
122	1563	1093	1093	LAMA4	end	
3937	1095	701	1095	GTF2A2	end	
1095	960	5699	1095	SOX17	end	
796	1096	11062	1096	H1F0	end	
359	1097	2022	1097	ISYNA1	end	
738	1341	1099	1099	ANAPC5	end	
1144	1101	274	1101	PAICS	end	
4092	811	1102	1102	CBX1	end	
1019	1102	1887	1102	STT3B	end	
2300	1103	834	1103	SEPT10	end	
3450	1104	147	1104	CBX5	end	
873	1107	1370	1107	RAD21	end	
1108	1524	1079	1108	CAT	end	
3200	1109	1080	1109	N4BP2L2	end	
1109	1668	990	1109	TCP1	end	
2272	1110	493	1110	SBDS	end	
306	1112	29910.5	1112	LAMB1	end	
653	1113	2779	1113	CTTNBP2NL	end	
1968	905	1116	1116	NDUFA6	end	
11457.5	1116	1015	1116	NRXN1	end	
1523	637	1117	1117	CHMP2A	end	
1059	1117	3047	1117	SLC16A2	end	
1698	153	1118	1118	COX7A2	end	
3156	1118	641	1118	MTCH2	end	
1119	5695	494	1119	ATP5O	end	
2088	994	1120	1120	TMCO1	end	
10227	447	1121	1121	KCNQ1OT1	end	
1121	292	1380	1121	WNK1	end	
858	1122	4468	1122	HIF1A	end	
1618	1125	386	1125	TSPAN12	end	
429	1703	1126	1126	ACOX1	end	
8829	1126	261	1126	PTPRR	end	
1080	1127	1464	1127	EIF3I	end	
3558	561	1127	1127	NDUFA1	end	
154	3279	1128	1128	RPL26	end	
885	4035	1129	1129	ACTR1B	end	
781	1129	2148	1129	RAN	end	
90	1130	3510	1130	NOMO1	end	
4825	1131	590	1131	NDRG1	end	
647	1132	3377	1132	PPP2CA	end	
2217	678	1133	1133	ATP6V0E1	end	
1992	1133	1050	1133	WHSC1L1	end	
1134	2795	519	1134	CYB5R3	end	
2582	1135	789	1135	CFDP1	end	
1135	884	3100	1135	STARD4	end	
1136	7537	675	1136	SLC39A1	end	
1556	918	1137	1137	AHCYL1	end	
961	1386	1138	1138	ECI2	end	
1203	782	1139	1139	ADD3	end	
1139	7418	973	1139	IMPDH2	end	
1141	3534	1075	1141	OCIAD1	end	
672	1188	1142	1142	ADGRE5	end	
1011	1143	1278	1143	AMOTL1	end	
854	1144	4230	1144	ATP11B	end	
1145	1053	4784	1145	MTSS1	end	
1122	4154	1145	1145	SORBS3	end	
1146	1922	866	1146	ANO6	end	
1147	941	1242	1147	XRN2	end	
1790	203	1148	1148	PPP3CA	end	
4458	1149	883	1149	ANXA1	end	
1149	1043	2233	1149	KLHL4	end	
1150	1388	443	1150	NFE2L2	end	
4657	989	1150	1150	RBM26	end	
1411	1150	744	1150	SMC1A	end	
1151	1051	5657	1151	ACLY	end	
826	1151	3053	1151	SLK	end	
1153	1033	1730	1153	SHE	end	
1155	730	2577	1155	EXOC5	end	
261	1155	6859	1155	ICAM1	end	
623	1160	5820	1160	CCND1	end	
2551	1161	732	1161	C18ORF32	end	
1161	1080	3565	1161	DAG1	end	
1360	444	1163	1163	RAB14	end	
4562	959	1164	1164	BOD1L	end	
1165	417	5159	1165	SH3BP5	end	
346	1168	8179	1168	ITM2C	end	
616	1170	3554	1170	EIF4H	end	
1171	619	3412	1171	MYO6	end	
1175	869	4672	1175	DOCK4	end	
1176	2836	1095	1176	RALB	end	
1177	837	1328	1177	CDK11B	end	
5484	1177	478	1177	GBP7	end	
1343	1178	513	1178	COPE	end	
162	1180	1213	1180	P4HB	end	
2085	901	1180	1180	SSR4	end	
1181	750	2030	1181	EPN2	end	
561	1183	2925	1183	SWAP70	end	
1184	1121	1477	1184	PHF20L1	end	
2301	852	1185	1185	KLF10	end	
1188	1061	9261	1188	ADM	end	
2980	1189	1019	1189	MAT2B	end	
1190	1025	6408	1190	PRKD3	end	
1191	726	6730	1191	EIF4G3	end	
2738	1191	723	1191	PRDX6	end	
3672	1192	364	1192	2700089E24RIK	end	
3862	847	1193	1193	C1D	end	
1037	1194	3389	1194	JAK1	end	
290	1196	2573	1196	PLOD1	end	
829	2199	1198	1198	CTSA	end	
1199	658	1327	1199	CNOT6L	end	
1200	1039	1616	1200	SPPL2A	end	
2020	1187	1201	1201	CCAR1	end	
1201	1031	10043	1201	SMURF2	end	
1231	540	1203	1203	LIMCH1	end	
1	2	1	1	CST3	mic	
1205	3	4	4	MALAT1	mic	
287	1	6	6	MT-RNR2	mic	
188	5	7	7	MT-CYB	mic	
2	73	8	8	CTSD	mic	
36	11	5	11	CTSS	mic	
16	12	2	12	ACTB	mic	
4	31	12	12	SPARC	mic	
256	4	14	14	MT-ND1	mic	
14	43	13	14	ZFP36	mic	
44	8	15	15	MT-CO1	mic	
184	15	3	15	P2RY12	mic	
15	152	17	17	LGMN	mic	
10	104	18	18	CTSB	mic	
18	26	16	18	HEXB	mic	
79	18	21	21	SEPP1	mic	
19	25	586	25	CD83	mic	
3	38	25	25	CSF1R	mic	
26	19	33	26	EGR1	mic	
27	75	11	27	C1QB	mic	
40	27	26	27	CX3CR1	mic	
29	22	27	27	TMSB4Y	mic	
13	29	53	29	EEF1A1	mic	
11	83	29	29	LAPTM5	mic	
200	28	30	30	B2M	mic	
385	30	20	30	MARCKS	mic	
20	32	5981	32	APOE	mic	
32	40	28	32	FOS	mic	
33	59	24	33	SGK1	mic	
30	35	205	35	DUSP1	mic	
728	37	19	37	GPR34	mic	
41	13	230	41	CCL4	mic	
600	9	41	41	MT-ND2	mic	
1010	24	43	43	MT-ND5	mic	
35	256	44	44	CTSA	mic	
46	21	283	46	CCL3	mic	
47	121	23	47	FCRLS	mic	
50	45	90	50	SERINC3	mic	
48	51	381	51	JUN	mic	
54	34	92	54	ITM2B	mic	
23	55	95	55	FTH1	mic	
55	48	151	55	RPS9	mic	
72	56	35	56	HSPA5	mic	
38	61	57	57	RN18S-RS5	mic	
1159	53	58	58	QKI	mic	
744	6	60	60	MT-RNR1	mic	
668	16	61	61	MT-ND4	mic	
39	63	1518	63	CCRL2	mic	
407	65	32	65	CD53	mic	
17	272	65	65	SELPLG	mic	
100	67	59	67	HSP90AB1	mic	
116	68	46	68	TYROBP	mic	
71	42	145	71	NFKBIA	mic	
503	54	72	72	RGS2	mic	
73	49	121	73	RPS3	mic	
76	2398	56	76	HSPA8	mic	
8	76	128	76	RHOB	mic	
1857	77	50	77	MEF2C	mic	
77	2684	31	77	OLFML3	mic	
34	207	78	78	GRN	mic	
266	47	79	79	DDX5	mic	
31	219	80	80	C1QC	mic	
28	99	82	82	SIRPA	mic	
61	449	84	84	CTSZ	mic	
154	85	22	85	H3F3B	mic	
772	86	63	86	CALM2	mic	
45	160	87	87	ITGAM	mic	
1081	71	88	88	MAF	mic	
90	111	34	90	CD81	mic	
56	93	7162	93	RCAN1	mic	
1002	96	75	96	CAPZA2	mic	
196	97	37	97	FCGR2A	mic	
22	203	99	99	4632428N05RIK	mic	
69	608	100	100	PLD4	mic	
5	101	243	101	GLUL	mic	
372	102	54	102	SIGLEC7	mic	
123	103	68	103	EPB4.1L2	mic	
91	3675	104	104	RPL3	mic	
114	106	9	106	BTG2	mic	
152	52	106	106	PLEK	mic	
426	82	107	107	CDC42	mic	
442	107	39	107	TGFBR1	mic	
1020	108	64	108	HNRNPA2B1	mic	
78	254	109	109	TREM2	mic	
24	113	167	113	ATF3	mic	
37	456	113	113	TMEM119	mic	
161	114	69	114	UBC	mic	
451	116	45	116	LY86	mic	
170	119	108	119	RPL4	mic	
122	125	49	122	LY6E	mic	
2074	122	51	122	MBNL1	mic	
429	124	86	124	CLTC	mic	
125	17	2077	125	LARS2	mic	
7	126	209	126	C1QA	mic	
2207	128	110	128	HPGDS	mic	
105	129	410	129	MCL1	mic	
130	282	73	130	CD68	mic	
423	131	116	131	CD9	mic	
436	132	118	132	SNX5	mic	
132	392	91	132	TXNIP	mic	
218	133	38	133	P2RY13	mic	
99	868	135	135	CALR	mic	
85	1235	136	136	INPP5D	mic	
233	136	132	136	PICALM	mic	
136	262	137	137	RPS14	mic	
465	138	77	138	CD164	mic	
1303	141	48	141	ZFHX3	mic	
737	145	76	145	CANX	mic	
145	50	174	145	ID2	mic	
515	39	146	146	RGS1	mic	
89	310	147	147	NCKAP1L	mic	
147	233	10	147	SAT1	mic	
74	148	2503	148	FOSB	mic	
715	58	148	148	SON	mic	
111	149	202	149	NPC2	mic	
144	964	152	152	RPL18A	mic	
1459	155	52	155	CFH	mic	
52	158	475	158	IER5	mic	
158	803	96	158	LDHB	mic	
1661	159	112	159	JMJD1C	mic	
980	162	105	162	LAMP2	mic	
1060	57	164	164	KCTD12	mic	
165	198	70	165	BTG1	mic	
127	165	190	165	CD14	mic	
118	166	2535	166	TNF	mic	
314	167	115	167	CTSV	mic	
5063	170	42	170	DPYSL2	mic	
104	402	170	170	TMBIM6	mic	
791	60	173	173	CALM1	mic	
173	299	161	173	LPCAT2	mic	
174	268	66	174	HLA-A	mic	
6	2793	175	175	FTL1	mic	
97	179	177	177	LAMP1	mic	
177	290	156	177	PMP22	mic	
178	943	67	178	HERPUD1	mic	
1417	180	81	180	ACTR2	mic	
623	134	180	180	KLF6	mic	
2562	182	158	182	CELF2	mic	
167	10780	182	182	CORO1A	mic	
80	346	185	185	HEXA	mic	
179	185	664	185	RPLP2	mic	
1370	156	187	187	CCNL1	mic	
716	187	40	187	IVNS1ABP	mic	
398	191	163	191	C3AR1	mic	
192	146	593	192	IER3	mic	
2838	193	117	193	CLK1	mic	
195	1751	178	195	RPS27	mic	
67	196	261	196	SLCO2B1	mic	
199	1432	183	199	FERMT3	mic	
65	1000	199	199	UNC93B1	mic	
185	200	305	200	RPS5	mic	
201	163	217	201	AKR1A1	mic	
58	5798	203	203	UCP2	mic	
1090	206	93	206	SKIL	mic	
292	208	71	208	RGS10	mic	
209	376	195	209	ADGRE1	mic	
308	209	210	210	EIF4G2	mic	
210	222	36	210	RNASE4	mic	
211	499	133	211	LCP1	mic	
1068	120	212	212	HSP90B1	mic	
2154	109	213	213	RBM39	mic	
1071	164	215	215	CTSC	mic	
149	215	218	215	RPS11	mic	
778	218	194	218	AIF1	mic	
219	610	131	219	GOLM1	mic	
49	516	221	221	ADGRG1	mic	
1732	221	181	221	ATP6AP2	mic	
134	1495	224	224	TCN2	mic	
225	1391	111	225	ALDOA	mic	
997	212	225	225	ARL6IP1	mic	
323	225	154	225	CYFIP1	mic	
62	794	227	227	MAN2B1	mic	
42	229	251	229	MPEG1	mic	
230	417	201	230	ENTPD1	mic	
135	538	231	231	CKB	mic	
635	231	149	231	SDCBP	mic	
232	278	143	232	PTGS1	mic	
435	235	94	235	GNB1	mic	
3899	195	235	235	RBM25	mic	
892	236	233	236	ZFAND5	mic	
468	227	238	238	TSPAN7	mic	
240	237	9204	240	PLAU	mic	
1160	244	139	244	MERTK	mic	
1044	226	245	245	CNBP	mic	
1939	245	129	245	RNF13	mic	
84	369	246	246	GNS	mic	
241	1275	247	247	EIF1	mic	
520	249	123	249	YWHAE	mic	
1254	250	172	250	SSH2	mic	
155	251	2029	251	ATF4	mic	
253	197	1170	253	RPS16	mic	
254	213	450	254	GPX1	mic	
103	255	2696	255	SQSTM1	mic	
738	216	255	255	WNK1	mic	
257	79	858	257	RPS24	mic	
1227	257	141	257	SF3B1	mic	
81	326	259	259	STAB1	mic	
128	264	499	264	CMTM6	mic	
96	1961	264	264	TLN1	mic	
2015	266	85	266	CSDE1	mic	
305	267	62	267	FCER1G	mic	
268	494	138	268	SCAMP2	mic	
269	315	55	269	TPM3	mic	
255	583	270	270	TUBB	mic	
112	1057	272	272	RPL10	mic	
1016	273	153	273	MACF1	mic	
273	475	236	273	MSN	mic	
138	2769	273	273	PKM	mic	
274	127	342	274	GPR183	mic	
1936	176	277	277	ZEB2	mic	
908	280	257	280	UBL3	mic	
281	523	204	281	ATP6AP1	mic	
237	464	282	282	RPS3A	mic	
283	105	378	283	RPS19	mic	
5633	242	284	284	SEPT7	mic	
1629	285	197	285	NEAT1	mic	
214	396	287	287	MYH9	mic	
217	986	290	290	RPL32	mic	
293	69	1620	293	GATM	mic	
25	998	293	293	ITGB5	mic	
4076	297	188	297	GSK3B	mic	
1180	169	298	298	CD86	mic	
298	545	102	298	SLC25A5	mic	
142	1604	299	299	RPS29	mic	
1835	300	97	300	EIF4A2	mic	
300	427	122	300	SRGAP2B	mic	
733	293	303	303	FAM105A	mic	
163	3244	304	304	RPL9	mic	
306	143	1919	306	KDM6B	mic	
153	1082	307	307	IL10RA	mic	
102	307	336	307	RPL8	mic	
245	308	385	308	CCL15-CCL14	mic	
309	305	4557	309	BSG	mic	
2147	309	308	309	FCHSD2	mic	
278	671	313	313	MAFB	mic	
2108	210	314	314	SERINC1	mic	
315	560	186	315	TMEM176B	mic	
126	317	719	317	ARL4C	mic	
318	1281	206	318	CYBA	mic	
321	41	718	321	IL1A	mic	
231	2097	323	323	ARF1	mic	
5828	304	324	324	PNISR	mic	
238	325	522	325	BRD2	mic	
326	469	254	326	CAPZB	mic	
229	7658	327	327	RPL21	mic	
1418	263	328	328	ARF4	mic	
328	1081	260	328	LGALS9	mic	
330	2537	207	330	FGD2	mic	
333	91	893	333	NFKBIZ	mic	
2069	74	333	333	SLC1A3	mic	
334	194	756	334	EEF1B2	mic	
647	334	208	334	SERPINE2	mic	
337	661	126	337	ARHGDIB	mic	
160	1233	341	341	SLC2A5	mic	
172	341	660	341	TNFAIP3	mic	
339	342	348	342	RPL14	mic	
57	955	343	343	TPT1	mic	
406	321	344	344	EDEM1	mic	
1678	347	211	347	SRRM1	mic	
310	1536	347	347	WDR1	mic	
348	352	171	348	HK2	mic	
51	1008	350	350	RPLP0	mic	
6318	252	351	351	ARHGAP5	mic	
324	351	394	351	PABPC1	mic	
2998	353	253	353	COMMD8	mic	
206	2119	355	355	CSF3R	mic	
356	178	1924	356	RPS21	mic	
360	3014	294	360	RAB3IL1	mic	
213	361	489	361	ATP5B	mic	
